T_a_in	RH_a_in	x_a_in	V_a_in	m_a_in	T_d_in	rho_d_in	xi_d_in	V_d_in	m_d_in	T_a_o_exp	RH_a_o_exp	x_a_o_exp	T_d_o_exp	rho_d_o_exp	xi_d_o_exp
292.3699951171875	41.96000289916992		0.017593821189253803		291.4354287852412	1296.9000000000005		0.0		292.3699951171875	38.92000198364258				
293.2099914550781	41.96000289916992		0.017122027640249213		291.2820488424863	1296.9		0.0		292.3699951171875	38.92000198364258				
296.8999938964844	41.32999801635742		0.011372104750739204		313.1554482199929	1296.9000000000005		4.749999999999999		303.7900085449219	37.68000030517578				
295.4676106770833	36.540000915527344		0.01811367748906374		298.4132486979167	1296.900000000001		0.0		295.19285801478793	37.84262030465262				
297.29998779296875	33.209999084472656		0.016336387704919884		301.0231391059028	1296.9		0.0		296.5799865722656	36.16999816894531				
298.5274230957031	33.639999389648445		0.014677775700887043		305.53599853515624	1296.9000000000008		0.0		298.3642717633929	33.47771530151367				
300.66998291015625	31.615555551317		0.0015494605346962258		309.27388678656683	1296.9000000000005		0.0		300.6922200520833	30.59000015258789				
300.66998291015625	31.57999992370605		0.0		309.4720001220703	1296.9		0.0		300.75	30.59000015258789				
302.0299987792969	32.189998626708984		0.0		310.10699462890625	1296.9		0.0		301.7900085449219	31.43000030517578				
302.83498382568365	33.42000198364258		0.0		310.43625259399414	1296.9		0.0		302.68999481201166	32.11999893188477				
302.0077704535591	35.444444020589195		0.0		309.99169854058164	1296.900000000001		0.0		302.1473158094618	34.39666748046875				
292.3699951171875	50.62999725341797		0.017046981188986038		292.0935363769531	1296.9		0.0		292.3699951171875	48.80999755859375				
292.3699951171875	50.62999725341797		0.016971268880934944		292.1714194161551	1296.9		0.0		292.3699951171875	48.80999755859375				
293.3699951171875	49.62499713897705		0.016087257332272		292.49061584472656	1296.9		0.0		293.4499893188477	49.40999984741211				
294.16998291015625	48.953997421264646		0.015420230494605166		292.80549163818364	1296.9000000000005		0.0		293.92999267578125	48.599998474121094				
294.5178302267323	48.80999755859375		0.01526911297858049		292.8575983462126	1296.9000000000005		0.0		294.1386931046196	47.93000030517578				
294.57000732421875	48.456667582194		0.015156460926856522		292.8399963378906	1296.9000000000005		0.0		294.25	47.93000030517578				
294.6499938964844	48.14778031243218		0.015053759739722738		292.8068466186524	1296.9000000000008		0.0		294.3299865722656	47.42000198364258				
294.61888800727	47.94000244140625		0.01505143371629126		292.7821180555556	1296.9000000000005		0.0		294.3299865722656	47.0099983215332				
294.57000732421875	47.832309429462136		0.01506726077479175		292.7161442683293	1296.9		0.0		294.3299865722656	47.0099983215332				
294.4656571097996	47.59000015258789		0.01512762249379918		292.63477889351225	1296.9000000000005		0.0		294.1978096340014	46.72000122070313				
289.8414350237165	55.02428436279297		0.01967650701129247		288.88428170340404	1296.9		0.0		289.8299865722656	53.46000289916992				
289.9100036621094	55.62999725341797		0.0196263035432792		288.91221449110236	1296.9		0.0		289.8299865722656	53.46000289916992				
289.9100036621094	56.82999801635742		0.019218934711657074		289.36420320209703	1296.9000000000005		0.0		290.04262020713406	53.76000173468338				
291.1199951171875	56.82999801635742		0.018815737527514257		289.5689217703683	1296.9		0.0		291.0199890136719	54.599998474121094				
293.0499965122768	55.78000259399414		0.017543845176696778		290.466066632952	1296.9		0.0		292.3699951171875	54.59000015258789				
293.3699951171875	55.78000259399414		0.017003879429381568		290.8116590711805	1296.9		0.0		293.1166585286458	54.59000015258789				
298.66998291015625	48.27000045776367		0.006091186028939707		295.06574164496527	1296.9		0.0		297.75998942057294	47.75				
298.66998291015625	48.27000045776367		0.0009356603168305897		295.75571114676336	1296.9		0.0		299.22998046875	47.75				
300.6300048828125	44.88999938964844		0.0		296.4809015447443	1296.9		0.0		299.22998046875	44.51363511518999				
300.7042890276228	44.6099967956543		0.0		297.0985674176897	1296.9		0.0		300.75	44.18999862670898				
302.1499938964844	43.34000015258789		0.0		298.23166038876485	1296.9000000000005		0.0		301.4700012207031	42.38000106811523				
301.989990234375	43.84000015258789		0.0		298.5325449625651	1296.9000000000008		0.0		301.75	42.63999938964844				
301.3223055326022	45.40999984741211		0.0		298.3273021991436	1296.9000000000005		0.0		300.9176858755258	43.56999969482422				
297.8022155761719	42.09000015258789		0.012376819010134096		295.1645762125651	1296.9000000000005		0.0		296.3399963378906	42.68000030517578				
296.73383663862177	43.75		0.012823419625263269		299.46772726988183	1296.900000000001		0.0		296.6066589355469	42.36000061035156				
296.1000061035156	39.52000045776367		0.01541946464114719		307.0707114083426	1296.9		0.0		296.41998291015625	39.0				
295.8599853515625	39.58000183105469		0.015468274928905347		307.0338846842448	1296.9		0.0		296.17999267578125	38.40999984741211				
296.29998779296875	38.588460482083825		0.015167995844131862		307.64114849384015	1296.9		0.0		296.6999816894531	37.68999862670898				
296.4431489643298	38.0		0.015145340077361166		307.43946597450656	1296.9000000000005		0.0		296.6999816894531	36.849998474121094				
297.69683677271786	38.33315999884354		0.007355511620727896		307.65183137592516	1296.9000000000005		0.0		297.53997802734375	36.90999984741211				
298.05999755859375	38.96000289916992		0.007584909730487399		307.4702453613281	1296.9000000000005		0.0		298.3399963378906	38.18999862670898				
297.28999805450434	41.346875548362725		0.011181442042191823		304.85051536560064	1296.9000000000008		0.0		297.6999816894531	39.599998474121094				
295.98000335693365	40.00291887919108		0.015112885280891697		296.7231178283692	1296.9000000000005		0.0		295.05999755859375	41.68999862670898				
296.38554509480787	37.099998474121094		0.01705553778895625		300.43256123860675	1296.9000000000005		0.0		296.65833155314135	38.70000076293945				
294.57000732421875	40.48727382313121		0.016743255384040603		302.9350294633345	1296.9000000000005		0.0		295.3800048828125	37.97000122070313				
294.8500061035156	40.84000015258789		0.01612724198235406		305.44899597167966	1296.9		0.0		295.29998779296875	39.59000015258789				
296.3399963378906	38.90999984741211		0.01527791153671395		306.27692354642426	1296.9		0.0		296.260009765625	38.5				
297.05999755859375	36.290000915527344		0.014044084170508005		307.24571010044644	1296.9		0.0		297.3800048828125	35.209999084472656				
297.0733311971028	36.290000915527344		0.01409823320530079		307.1049931844076	1296.9		0.0		297.3800048828125	34.81999969482422				
296.260009765625	39.31812810897827		0.013055239319801331		298.905460357666	1296.9		0.0		296.4599914550781	39.02999877929688				
296.8120086669922	36.88999938964844		0.012441398196750216		299.5846588134765	1296.9		0.0		296.4599914550781	38.22299919128418				
298.0189465974507	36.88999938964844		0.012158256664610746		300.10850283974094	1296.9000000000005		0.0		296.9526222630551	36.34000015258789				
297.05999755859375	40.61999893188477		0.011288501009529021		304.3999972873264	1296.9		0.0		297.29998101128473	39.36999893188477				
298.54998779296875	41.060001373291016		0.0004544096144418868		305.9392852783203	1296.9		0.0		298.54998779296875	39.81857081821987				
298.7099914550781	41.12666829427084		0.0		306.27721828884546	1296.9		0.0		298.9100036621094	39.66999816894531				
298.7754433371804	41.26000213623047		0.0		306.4563654119318	1296.9		0.0		298.989990234375	39.7400016784668				
299.4700012207031	41.30999755859375		0.0		306.8863830566406	1296.9		0.0		298.989990234375	39.7400016784668				
299.3605218184622	41.04105417351974		0.0		307.37473979749177	1296.9000000000005		0.0		299.6278991699219	39.68999862670898				
299.66998291015625	41.0099983215332		0.0		307.83461350661065	1296.9		0.0		299.8299865722656	39.69384677593525				
296.484339175017	40.349998474121094		0.014140878069228018		296.7328929071841	1296.9000000000005		0.0		295.79912533967394	40.26000213623047				
296.739990234375	38.7936352816495		0.013087589235016793		298.0601834383878	1296.9000000000005		0.0		296.17999267578125	40.26000213623047				
296.9392941123561	36.16999816894531		0.016214672278242498		299.51543546977797	1296.9000000000005		0.0		297.16736161081417	37.540000915527344				
295.6199951171875	37.18000030517578		0.01614720898445206		302.1040829745206	1296.9000000000005		0.0		296.5799865722656	34.049999237060554				
295.8599853515625	37.2400016784668		0.01604208984760323		303.4722622958097	1296.9000000000005		0.0		296.5	36.31636428833008				
295.3399963378906	37.16999816894531		0.015956851111518008		303.9593696594238	1296.9		0.0		295.6600036621094	36.22999954223633				
295.3800048828125	36.94000244140625		0.015933772193060983		304.0750034877232	1296.9		0.0		295.7799987792969	35.46000289916992				
295.53997802734375	36.94000244140625		0.015820997177608428		304.3235604422433	1296.9		0.0		295.7799987792969	35.470001220703125				
295.53997802734375	36.810002565383904		0.016059971517986722		304.3655128479004	1296.9		0.0		295.7549934387207	35.470001220703125				
295.4599914550781	36.78000259399414		0.016049229496657245		304.33196327903056	1296.9000000000005		0.0		295.739990234375	35.20999977805398				
295.05999755859375	36.1099967956543		0.016403873805646542		304.44252268473315	1296.9000000000005		0.0		295.53997802734375	34.67375135421753				
294.7526444415657	42.121018935223006		0.015668719220323618		293.6355908452248	1296.900000000001		0.0		293.7699890136719	43.16999816894531				
295.29944186740454	37.99870356807003		0.016208780979423368		300.021566885489	1296.9000000000005		0.0		296.0985152633102	38.04036896317093				
294.97998046875	41.64999771118164		0.017156684345669214		301.19749450683594	1296.9		0.0		294.97998046875	38.70199966430664				
294.9828404017857	41.02357046944754		0.016735906903705897		301.27427455357144	1296.9		0.0		295.2200012207031	39.0				
295.89428274972096	40.20000076293945		0.016282245242406453		302.33571079799106	1296.9		0.0		296.5	39.86000061035156				
295.6199951171875	40.20000076293945		0.01600378601639359		303.0057373046875	1296.9		0.0		296.5	39.86000061035156				
295.6439834594727	41.209999084472656		0.016043677224053275		303.4564910888672	1296.9000000000005		0.0		295.94000244140625	39.709999084472656				
297.1399841308594	40.599998474121094		0.014614234076605902		304.7599884033204	1296.9		0.0		297.1399841308594	39.290000915527344				
298.2333318536932	40.10999806722005		0.013541919888069336		305.4259588068182	1296.9000000000008		0.0		297.95180442116475	38.709999084472656				
300.8299865722656	38.2400016784668		0.0		307.40333048502606	1296.9		0.0		301.07000732421875	35.76000213623047				
301.098876953125	40.29333368937174		0.0		307.49804857042096	1296.9000000000005		0.0		301.2833319769965	38.400001525878906				
300.70748329162603	42.40999984741211		0.0		307.5874938964844	1296.9		0.0		301.0999832153321	39.9900016784668				
291.1600036621094	54.6099967956543		0.01816816905188182		291.1747501918248	1296.9		0.0		291.1999816894531	52.32999801635742				
291.67999267578125	54.71812200546265		0.017913990351888866		291.33999252319336	1296.9		0.0		291.64998245239263	52.32999801635742				
292.3699951171875	56.34000015258789		0.017376849916246204		291.63499145507814	1296.9		0.0		292.3699951171875	53.81999969482422				
294.46909401633525	55.63999938964844		0.01565978204361116		292.5299960049716	1296.9		0.0		293.69000244140625	54.28000259399414				
295.4200012207031	53.54999923706055		0.013563485781351723		293.68099365234383	1296.9		0.0		295.6600036621094	52.9000015258789				
296.41998291015625	53.06999969482422		0.012504491806030272		294.15681180087	1296.9000000000005		0.0		296.1399841308594	52.02000045776367				
296.41998291015625	53.06999969482422		0.012293517742937769		294.27025403474505	1296.9000000000005		0.0		296.1399841308594	52.02000045776367				
296.5	53.02000045776367		0.012331851323445636		294.3449925013951	1296.9000000000008		0.0		296.165132359096	51.659998757498606				
290.79998779296875	56.92000198364258		0.018558726575639516		289.5849952697754	1296.9		0.0		290.7200012207031	55.32999801635742				
292.4100036621094	59.94000053405762		0.01687915351655748		291.15749359130865	1296.9		0.0		293.2900085449219	57.26000213623047				
294.31666056315106	58.20000076293945		0.015175882904617875		292.2756591796875	1296.9		0.0		294.0099792480469	57.908001708984365				
294.7699890136719	58.20000076293945		0.014762346620912904		292.6013264973958	1296.9		0.0		294.4100036621094	57.22000122070313				
294.97998046875	57.79999923706055		0.013793843965681772		293.26177978515625	1296.9		0.0		294.6499938964844	56.658570425851				
296.40998382568364	57.19750118255615		0.012744710816277396		293.7427429199218	1296.9000000000005		0.0		295.8599853515625	56.61999893188477				

