,10
T_a_in,297.15
x_a_in,0.0152
m_a_in,1.94
T_d_in,289.95
xi_d_in,0.2961
m_d_in,2.82
T_a_o_exp,293.25
x_a_o_exp,0.0075
T_d_o_exp,296.25
xi_d_o_exp,0.2945
T_d_o_sim,22.09
T_a_o_sim,292.94
x_a_o_sim,7.62
Nu,4.676252953430503
Sh,3.5132639780960737
T_a_o_sim_new,293.0543212890625
x_a_o_sim_new,0.007320881622598246
T_d_o_sim_new,295.0427551269531
xi_d_o_sim_new,0.2946394681930542
