,7
T_a_in,295.84999999999997
x_a_in,0.015300000000000001
m_a_in,1.97
T_d_in,285.75
xi_d_in,0.26
m_d_in,2.76
T_a_o_exp,289.65
x_a_o_exp,0.0077
T_d_o_exp,291.75
xi_d_o_exp,0.2586
T_d_o_sim,18.38
T_a_o_sim,289.32
x_a_o_sim,7.75
Nu,4.0812827095940944
Sh,3.1195067914655437
T_a_o_sim_new,289.822998046875
x_a_o_sim_new,0.007600952789085542
T_d_o_sim_new,291.475341796875
xi_d_o_sim_new,0.2586003243923187
