,12
T_a_in,298.25
x_a_in,0.0152
m_a_in,1.94
T_d_in,291.25
xi_d_in,0.30519999999999997
m_d_in,2.9
T_a_o_exp,294.45
x_a_o_exp,0.0075
T_d_o_exp,297.25
xi_d_o_exp,0.3036
T_d_o_sim,23.27
T_a_o_sim,294.2
x_a_o_sim,7.61
Re_read,1036.6826171875
x_eq_read,0.0049289618618786335
Pr_read,0.7220563888549805
Sc_read,0.6568707823753357
Nu_read,4.152874946594238
Sh_read,3.4070417881011963
T_a_o_sim_reg,294.392333984375
x_a_o_sim_reg,0.007643856582672195
T_d_o_sim_reg,296.371826171875
xi_d_o_sim_reg,0.3036763668060303
