Nu_1,Nu_2,Sh_1,Sh_2,T_a_o(K),x_a_o(kg/kg)
9.19889869282891,3.1988986928289105,9.774943698466917,3.774943698466916,294.74114990234375,0.006542652993173453
3.1988986928289105,5.05247670265692,2.2258763013608593,3.774943698466916,293.8625183105469,0.006542652993173453
5.05247670265692,4.235037920023936,3.774943698466916,3.3795679463120134,294.2751159667969,0.006815915284510779
