,7
T_a_in,295.84999999999997
x_a_in,0.015300000000000001
m_a_in,1.97
T_d_in,285.75
xi_d_in,0.26
m_d_in,2.76
T_a_o_exp,289.65
x_a_o_exp,0.0077
T_d_o_exp,291.75
xi_d_o_exp,0.2586
T_d_o_sim,18.38
T_a_o_sim,289.32
x_a_o_sim,7.75
Re_read,1059.4478759765625
x_eq_read,0.004616070073097944
Pr_read,0.7224754691123962
Sc_read,0.6622571349143982
Nu_read,3.96075701713562
Sh_read,2.826056957244873
T_a_o_sim_reg,289.73187255859375
x_a_o_sim_reg,0.008105282415645633
T_d_o_sim_reg,291.2516784667969
xi_d_o_sim_reg,0.25867974758148193
