Nu_1,Nu_2,Sh_1,Sh_2,T_a_o(K),x_a_o(kg/kg)
9.420625430674612,3.4206254306746118,9.837215738194878,3.8372157381948773,295.2059020996094,0.006215576119063197
3.4206254306746118,5.238538057941071,2.1569380940383525,3.8372157381948773,294.39337158203125,0.006215576119063197
5.238538057941071,4.440636575791368,3.8372157381948773,3.4252185860833855,294.7939758300781,0.006497055690608231
